Date,Kana Type,Kana,Times Seen,Times Correct,Accuracy
2023-04-13,Hiragana,み,1,1,1.00
2023-04-13,Hiragana,ら,1,1,1.00
2023-04-13,Hiragana,く,1,1,1.00
